"id";"CorrBas36";"CodigoCorrelativo";"Categ";"CodCaract";"Caract";"CodValCaract";"ValCaract";"CleanValCaract";"Serializd";"PreTextValOnly";"ValueOnly"
754;"KY";"00000000KY";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597902;"ALMACENAMIENTO: 128 GB SSD/2 TB SSD";"ALMACENAMIENTO: 128 GB SSD/2 TB SSD";"ALMACENAMIENTO: 128 GB SSD/2 TB SSD";"ALMACENAMIENTO";"128 GB SSD/2 TB SSD"
755;"KZ";"00000000KZ";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597903;"ALMACENAMIENTO: 1 TB SSD/6 TB HDD 7200 RPM";"ALMACENAMIENTO: 1 TB SSD/6 TB HDD 7200 RPM";"ALMACENAMIENTO: 1 TB SSD/6 TB HDD 7200 RPM";"ALMACENAMIENTO";"1 TB SSD/6 TB HDD 7200 RPM"
756;"L0";"00000000L0";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597904;"ALMACENAMIENTO: 512 GB SSD/1 TB SSD";"ALMACENAMIENTO: 512 GB SSD/1 TB SSD";"ALMACENAMIENTO: 512 GB SSD/1 TB SSD";"ALMACENAMIENTO";"512 GB SSD/1 TB SSD"
757;"L1";"00000000L1";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597905;"ALMACENAMIENTO: 250 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO";"250 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM"
758;"L2";"00000000L2";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597906;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO";"500 GB M.2 SSD NVMe/ 1 TB HDD 7200 RPM"
759;"L3";"00000000L3";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597907;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe";"ALMACENAMIENTO";"500 GB M.2 SSD NVMe"
760;"L4";"00000000L4";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597908;"ALMACENAMIENTO: 128 GB SSD/1 TB HDD 7200 RPM";"ALMACENAMIENTO: 128 GB SSD/1 TB HDD 7200 RPM";"ALMACENAMIENTO: 128 GB SSD/1 TB HDD 7200 RPM";"ALMACENAMIENTO";"128 GB SSD/1 TB HDD 7200 RPM"
761;"L5";"00000000L5";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597909;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 4 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 4 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 4 TB HDD 7200 RPM";"ALMACENAMIENTO";"500 GB M.2 SSD NVMe/ 4 TB HDD 7200 RPM"
762;"L6";"00000000L6";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597910;"ALMACENAMIENTO: 960 GB SSD/4 TB HDD 7200 RPM";"ALMACENAMIENTO: 960 GB SSD/4 TB HDD 7200 RPM";"ALMACENAMIENTO: 960 GB SSD/4 TB HDD 7200 RPM";"ALMACENAMIENTO";"960 GB SSD/4 TB HDD 7200 RPM"
763;"L7";"00000000L7";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597911;"ALMACENAMIENTO: 960 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO: 960 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO: 960 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO";"960 GB SSD/2 TB HDD 7200 RPM"
764;"L8";"00000000L8";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597912;"ALMACENAMIENTO: 8 TB SATA 6 GB/S 7200 RPM";"ALMACENAMIENTO: 8 TB SATA 6 GB/S 7200 RPM";"ALMACENAMIENTO: 8 TB SATA 6 GB/S 7200 RPM";"ALMACENAMIENTO";"8 TB SATA 6 GB/S 7200 RPM"
765;"L9";"00000000L9";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597913;"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM";"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM";"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM";"ALMACENAMIENTO";"8 TB SATA III, 6 GB/S 7200 RPM"
766;"LA";"00000000LA";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597914;"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM / SSD 500 GB SATA 6 GB/S 2.5""";"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM / SSD 500 GB SATA 6 GB/S 2.5""";"ALMACENAMIENTO: 8 TB SATA III, 6 GB/S 7200 RPM / SSD 500 GB SATA 6 GB/S 2.5""";"ALMACENAMIENTO";"8 TB SATA III, 6 GB/S 7200 RPM / SSD 500 GB SATA 6 GB/S 2.5"""
767;"LB";"00000000LB";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597915;"ALMACENAMIENTO: 128 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO: 128 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO: 128 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO";"128 GB SSD/2 TB HDD 7200 RPM"
768;"LC";"00000000LC";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597916;"ALMACENAMIENTO: 250 GB SSD/1 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB SSD/1 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB SSD/1 TB HDD 7200 RPM";"ALMACENAMIENTO";"250 GB SSD/1 TB HDD 7200 RPM"
769;"LD";"00000000LD";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597917;"ALMACENAMIENTO: 240 GB M.2 SSD NVMe";"ALMACENAMIENTO: 240 GB M.2 SSD NVMe";"ALMACENAMIENTO: 240 GB M.2 SSD NVMe";"ALMACENAMIENTO";"240 GB M.2 SSD NVMe"
770;"LE";"00000000LE";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597918;"ALMACENAMIENTO: 960 GB M.2 SSD NVMe";"ALMACENAMIENTO: 960 GB M.2 SSD NVMe";"ALMACENAMIENTO: 960 GB M.2 SSD NVMe";"ALMACENAMIENTO";"960 GB M.2 SSD NVMe"
771;"LF";"00000000LF";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597919;"ALMACENAMIENTO: 512 GB SSD/ 512 GB SSD";"ALMACENAMIENTO: 512 GB SSD/ 512 GB SSD";"ALMACENAMIENTO: 512 GB SSD/ 512 GB SSD";"ALMACENAMIENTO";"512 GB SSD/ 512 GB SSD"
772;"LG";"00000000LG";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597920;"ALMACENAMIENTO: 250 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB SSD/2 TB HDD 7200 RPM";"ALMACENAMIENTO";"250 GB SSD/2 TB HDD 7200 RPM"
773;"LH";"00000000LH";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597921;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO";"500 GB M.2 SSD NVMe/ 2 TB HDD 7200 RPM"
774;"LI";"00000000LI";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597922;"ALMACENAMIENTO: 500 GB M.2 SSD";"ALMACENAMIENTO: 500 GB M.2 SSD";"ALMACENAMIENTO: 500 GB M.2 SSD";"ALMACENAMIENTO";"500 GB M.2 SSD"
775;"LJ";"00000000LJ";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597923;"ALMACENAMIENTO: 250 GB M.2 SSD/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB M.2 SSD/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB M.2 SSD/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO";"250 GB M.2 SSD/ 1 TB HDD 7200 RPM"
776;"LK";"00000000LK";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597924;"ALMACENAMIENTO: 500 GB SSD/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB SSD/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB SSD/ 1 TB HDD 7200 RPM";"ALMACENAMIENTO";"500 GB SSD/ 1 TB HDD 7200 RPM"
777;"LL";"00000000LL";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597925;"ALMACENAMIENTO: 500 GB M.2 SSD/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO: 500 GB M.2 SSD/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO";"500 GB M.2 SSD/ 2 TB HDD 7200 RPM"
778;"LM";"00000000LM";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597926;"ALMACENAMIENTO: 250 GB M.2 SSD/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB M.2 SSD/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO: 250 GB M.2 SSD/ 2 TB HDD 7200 RPM";"ALMACENAMIENTO";"250 GB M.2 SSD/ 2 TB HDD 7200 RPM"
779;"LN";"00000000LN";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597927;"ALMACENAMIENTO: 480 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe";"ALMACENAMIENTO: 480 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe";"ALMACENAMIENTO: 480 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe";"ALMACENAMIENTO";"480 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe"
780;"LO";"00000000LO";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597928;"ALMACENAMIENTO: 240 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe";"ALMACENAMIENTO: 240 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe";"ALMACENAMIENTO: 240 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe";"ALMACENAMIENTO";"240 GB M.2 SSD NVMe/ 960 GB M.2 SSD NVMe"
781;"LP";"00000000LP";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1597929;"ALMACENAMIENTO: 960 GB M.2 SSD NVMe/ 1.92 TB M.2 SSD NVMe";"ALMACENAMIENTO: 960 GB M.2 SSD NVMe/ 1.92 TB M.2 SSD NVMe";"ALMACENAMIENTO: 960 GB M.2 SSD NVMe/ 1.92 TB M.2 SSD NVMe";"ALMACENAMIENTO";"960 GB M.2 SSD NVMe/ 1.92 TB M.2 SSD NVMe"
782;"LQ";"00000000LQ";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2130815;"ALMACENAMIENTO: 2 x 1 TB M.2 SSD NVMe";"ALMACENAMIENTO: 2 x 1 TB M.2 SSD NVMe";"ALMACENAMIENTO: 2 x 1 TB M.2 SSD NVMe";"ALMACENAMIENTO";"2 x 1 TB M.2 SSD NVMe"
783;"LR";"00000000LR";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2130817;"ALMACENAMIENTO: 2 x 2 TB M.2 SSD NVMe";"ALMACENAMIENTO: 2 x 2 TB M.2 SSD NVMe";"ALMACENAMIENTO: 2 x 2 TB M.2 SSD NVMe";"ALMACENAMIENTO";"2 x 2 TB M.2 SSD NVMe"
784;"LS";"00000000LS";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";1969565;"ALMACENAMIENTO: 1 TB SSD / 256 SSD";"ALMACENAMIENTO: 1 TB SSD / 256 SSD";"ALMACENAMIENTO: 1 TB SSD / 256 SSD";"ALMACENAMIENTO";"1 TB SSD / 256 SSD"
785;"LT";"00000000LT";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2746986;"ALMACENAMIENTO: 1 TB SSD / 2 TB SSD";"ALMACENAMIENTO: 1 TB SSD / 2 TB SSD";"ALMACENAMIENTO: 1 TB SSD / 2 TB SSD";"ALMACENAMIENTO";"1 TB SSD / 2 TB SSD"
786;"LU";"00000000LU";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2129983;"ALMACENAMIENTO: 1 TB M.2 SSD NVMe / 2 TB M.2 SSD NVMe";"ALMACENAMIENTO: 1 TB M.2 SSD NVMe / 2 TB M.2 SSD NVMe";"ALMACENAMIENTO: 1 TB M.2 SSD NVMe / 2 TB M.2 SSD NVMe";"ALMACENAMIENTO";"1 TB M.2 SSD NVMe / 2 TB M.2 SSD NVMe"
787;"LV";"00000000LV";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2129978;"ALMACENAMIENTO: 500 GB M.2 SSD NVMe / 1 TB M.2 SSD NVMe";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe / 1 TB M.2 SSD NVMe";"ALMACENAMIENTO: 500 GB M.2 SSD NVMe / 1 TB M.2 SSD NVMe";"ALMACENAMIENTO";"500 GB M.2 SSD NVMe / 1 TB M.2 SSD NVMe"
788;"LW";"00000000LW";"COMPUTADORA DE ESCRITORIO";26213;"ALMACENAMIENTO";2630647;"ALMACENAMIENTO: 1 TB SSD / 1 TB SSD";"ALMACENAMIENTO: 1 TB SSD / 1 TB SSD";"ALMACENAMIENTO: 1 TB SSD / 1 TB SSD";"ALMACENAMIENTO";"1 TB SSD / 1 TB SSD"
789;"LX";"00000000LX";"COMPUTADORA DE ESCRITORIO";26214;"CONECTIVIDAD_LAN";1597944;"LAN: SI";"LAN: SI";"LAN: SI";"LAN";"SI"
790;"LY";"00000000LY";"COMPUTADORA DE ESCRITORIO";26214;"CONECTIVIDAD_LAN";1597055;"LAN: SI";"LAN: SI";"LAN: SI";"LAN";"SI"
791;"LZ";"00000000LZ";"COMPUTADORA DE ESCRITORIO";26215;"CONECTIVIDAD_WLAN";1597945;"WLAN: NO";"WLAN: NO";"WLAN: NO";"WLAN";"NO"
792;"M0";"00000000M0";"COMPUTADORA DE ESCRITORIO";26215;"CONECTIVIDAD_WLAN";1597946;"WLAN: SI";"WLAN: SI";"WLAN: SI";"WLAN";"SI"
793;"M1";"00000000M1";"COMPUTADORA DE ESCRITORIO";26215;"CONECTIVIDAD_WLAN";1597056;"WLAN: NO";"WLAN: NO";"WLAN: NO";"WLAN";"NO"
794;"M2";"00000000M2";"COMPUTADORA DE ESCRITORIO";26215;"CONECTIVIDAD_WLAN";1597057;"WLAN: SI";"WLAN: SI";"WLAN: SI";"WLAN";"SI"
795;"M3";"00000000M3";"COMPUTADORA DE ESCRITORIO";26216;"CONECTIVIDAD_USB";1597947;"USB: SI";"USB: SI";"USB: SI";"USB";"SI"
796;"M4";"00000000M4";"COMPUTADORA DE ESCRITORIO";26216;"CONECTIVIDAD_USB";1597058;"USB: SI";"USB: SI";"USB: SI";"USB";"SI"
797;"M5";"00000000M5";"COMPUTADORA DE ESCRITORIO";26217;"VIDEO_VGA";1597948;"VGA: NO";"VGA: NO";"VGA: NO";"VGA";"NO"
798;"M6";"00000000M6";"COMPUTADORA DE ESCRITORIO";26217;"VIDEO_VGA";1597949;"VGA: SI";"VGA: SI";"VGA: SI";"VGA";"SI"
799;"M7";"00000000M7";"COMPUTADORA DE ESCRITORIO";26217;"VIDEO_VGA";1597059;"VGA: NO";"VGA: NO";"VGA: NO";"VGA";"NO"
800;"M8";"00000000M8";"COMPUTADORA DE ESCRITORIO";26217;"VIDEO_VGA";1597060;"VGA: SI";"VGA: SI";"VGA: SI";"VGA";"SI"
801;"M9";"00000000M9";"COMPUTADORA DE ESCRITORIO";26218;"VIDEO_HDMI";1597950;"HDMI: SI";"HDMI: SI";"HDMI: SI";"HDMI";"SI"
802;"MA";"00000000MA";"COMPUTADORA DE ESCRITORIO";26218;"VIDEO_HDMI";1597951;"HDMI: NO";"HDMI: NO";"HDMI: NO";"HDMI";"NO"
803;"MB";"00000000MB";"COMPUTADORA DE ESCRITORIO";26218;"VIDEO_HDMI";1597061;"HDMI: SI";"HDMI: SI";"HDMI: SI";"HDMI";"SI"
804;"MC";"00000000MC";"COMPUTADORA DE ESCRITORIO";26218;"VIDEO_HDMI";1597062;"HDMI: NO";"HDMI: NO";"HDMI: NO";"HDMI";"NO"
805;"MD";"00000000MD";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1885655;"SIST. OPER: UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL"
806;"ME";"00000000ME";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";2465958;"SIST. OPER: WINDOWS 11 PRO 64 BITS HIGH END EN ESPAÑOL";"SIST. OPER: WINDOWS 11 PRO 64 BITS HIGH END EN ESPAÑOL";"SIST. OPER: WINDOWS 11 PRO 64 BITS HIGH END EN ESPAÑOL";"SIST. OPER";"WINDOWS 11 PRO 64 BITS HIGH END EN ESPAÑOL"
807;"MF";"00000000MF";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597952;"SIST. OPER: WINDOWS 11 HOME 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 11 HOME 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 11 HOME 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 11 HOME 64 BITS ESPAÑOL"
808;"MG";"00000000MG";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597953;"SIST. OPER: ANDROID 6.0";"SIST. OPER: ANDROID 6.0";"SIST. OPER: ANDROID 6.0";"SIST. OPER";"ANDROID 6.0"
809;"MH";"00000000MH";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597954;"SIST. OPER: UBUNTU 22.04 JAMMY JELLYFISH 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 22.04 JAMMY JELLYFISH 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 22.04 JAMMY JELLYFISH 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 22.04 JAMMY JELLYFISH 64 BITS ESPAÑOL"
810;"MI";"00000000MI";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597955;"SIST. OPER: UBUNTU 20.4 LTS FOCAL FOSSA 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 20.4 LTS FOCAL FOSSA 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 20.4 LTS FOCAL FOSSA 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 20.4 LTS FOCAL FOSSA 64 BITS ESPAÑOL"
811;"MJ";"00000000MJ";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597956;"SIST. OPER: Le TOS V2";"SIST. OPER: Le TOS V2";"SIST. OPER: Le TOS V2";"SIST. OPER";"Le TOS V2"
812;"MK";"00000000MK";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597957;"SIST. OPER: UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL"
813;"ML";"00000000ML";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597958;"SIST. OPER: UBUNTU LINUX 18.04";"SIST. OPER: UBUNTU LINUX 18.04";"SIST. OPER: UBUNTU LINUX 18.04";"SIST. OPER";"UBUNTU LINUX 18.04"
814;"MM";"00000000MM";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597959;"SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL"
815;"MN";"00000000MN";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597960;"SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 11 PRO 64 BITS ESPAÑOL"
816;"MO";"00000000MO";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597961;"SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 12.10 QUANTAL QUETZAL 64 BITS ESPAÑOL"
817;"MP";"00000000MP";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597962;"SIST. OPER: WINDOWS 8 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 8 64 BITS ESPAÑOL"
818;"MQ";"00000000MQ";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597963;"SIST. OPER: WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 8.1 WITH BING 64 BITS ESPAÑOL"
819;"MR";"00000000MR";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597964;"SIST. OPER: WINDOWS 8.1 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8.1 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8.1 PRO 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 8.1 PRO 64 BITS ESPAÑOL"
820;"MS";"00000000MS";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597965;"SIST. OPER: UBUNTU 13.04 RARING RINGTAIL 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 13.04 RARING RINGTAIL 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 13.04 RARING RINGTAIL 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 13.04 RARING RINGTAIL 64 BITS ESPAÑOL"
821;"MT";"00000000MT";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597966;"SIST. OPER: WINDOWS 10 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 10 PRO 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 10 PRO 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 10 PRO 64 BITS ESPAÑOL"
822;"MU";"00000000MU";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597967;"SIST. OPER: WINDOWS 10 HOME SL 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 10 HOME SL 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 10 HOME SL 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 10 HOME SL 64 BITS ESPAÑOL"
823;"MV";"00000000MV";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597968;"SIST. OPER: WINDOWS 8 SL 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8 SL 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8 SL 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 8 SL 64 BITS ESPAÑOL"
824;"MW";"00000000MW";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597969;"SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 32 BITS ESPAÑOL";"SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 32 BITS ESPAÑOL";"SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 32 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 12.10 QUANTAL QUETZAL 32 BITS ESPAÑOL"
825;"MX";"00000000MX";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597970;"SIST. OPER: UBUNTU CR 12.04 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU CR 12.04 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU CR 12.04 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU CR 12.04 64 BITS ESPAÑOL"
826;"MY";"00000000MY";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597971;"SIST. OPER: UBUNTU 10.04 LUCID LYNX 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 10.04 LUCID LYNX 64 BITS ESPAÑOL";"SIST. OPER: UBUNTU 10.04 LUCID LYNX 64 BITS ESPAÑOL";"SIST. OPER";"UBUNTU 10.04 LUCID LYNX 64 BITS ESPAÑOL"
827;"MZ";"00000000MZ";"COMPUTADORA DE ESCRITORIO";26219;"SISTEMA_OPERATIVO";1597972;"SIST. OPER: WINDOWS 8.1 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8.1 64 BITS ESPAÑOL";"SIST. OPER: WINDOWS 8.1 64 BITS ESPAÑOL";"SIST. OPER";"WINDOWS 8.1 64 BITS ESPAÑOL"
